state,neigh,AFFGEOID,AFFGEOID.a,AFFGEOID.b,n_obs,sum_pernum,mean_pernum,p_move,mean_inc,sd_inc,q1_inc,q2_inc,q3_inc,mean_inc_nwage,mean_i_white,mean_i_black,mean_i_native,mean_i_asian,mean_i_hispanic,p_ownership,mean_rent,sd_rent,q1_rent,q2_rent,q3_rent,mean_valueh,sd_valueh,q1_valueh,q2_valueh,q3_valueh
AL,muni,0500000US01113,,,8900,26466,2.97370786516854,0.724926614481409,377.026372443488,471.820727663758,0,200,630,0.131166474179178,0.763483146067416,0.236516853932584,0,0,1,0.300753571026881,53.2291122715405,214.028895851863,6,9,12,199829.761780105,1393860.9542784,600,1200,2000
AL,muni,0500000US01115,,,249,718,2.88353413654618,0.611872146118721,190.635838150289,346.335484433702,0,0,270,0.132947976878613,0.907630522088353,0.0923694779116466,0,0,1,0.429718875502008,408.074626865672,918.596580986171,3.25,6,150,468050.841121495,2120340.06472873,350,600,1000
AL,muni,0500000US01117,,,4553,13821,3.03558093564683,0.645161290322581,331.318340306834,647.252381261696,0,0,370.5,0.225865767698437,0.716011421041072,0.283988578958928,0,0,1,0.447061413163108,11.2325581395349,51.1564738687871,4,6,10,809261.403249631,2724627.67910991,500,1500,3000
AL,muni,0500000US01125,,,14293,40066,2.80319037290982,0.761053266938283,410.164552238806,913.483196816306,0,0,500,0.182996177868929,0.62820961309732,0.37179038690268,0,0,1,0.313742071881607,27.9038421382335,189.864972501737,6,10,24,113986.109164421,1043028.41359863,1500,3000,5500
AL,muni,0500000US01127,,,4222,13927,3.29867361440076,0.815380563602844,343.865932642487,639.420872598718,0,0,468.5,0.139715394566624,0.735907153008053,0.264092846991947,0,0,1,0.370406189555126,17.55953307393,83.0394096466999,5,8,15,178748.861618799,1315903.32307952,600,1500,3500
AR,muni,0500000US05005,,,332,1052,3.16867469879518,0.615646258503401,181.566371681416,465.19451369854,0,0,125,0.212389380530973,1,0,0,0,1,0.626506024096386,38.2661290322581,139.211899598317,3,4,6,735.495192307692,589.252158466108,350,500,1000
AR,muni,0500000US05007,,,5383,13317,2.47389931265094,0.625443786982249,242.53980041773,522.516487019414,0,0,260,0.367323290845886,0.99479843953186,0.00297232026750882,0.00148616013375441,0.000743080066877206,1,0.505687115420474,16.4990425124473,94.7361505312184,6,10,13,130715.267699115,1128693.12622964,700,1500,2500
AR,muni,0500000US05009,,,2158,5603,2.59638554216867,0.677056719468574,376.378835316218,629.448600944488,0,0,600,0.139636819035692,1,0,0,0,1,0.517145505097312,18.6699410609037,66.8397980542256,8,10,16,145406.835125448,1189042.37445045,1000,2000,3000
AR,muni,0500000US05013,,,606,1649,2.72112211221122,0.668478260869565,462.927835051546,489.512896249172,104,321,600,0.352941176470588,0.877887788778878,0.122112211221122,0,0,1,0.575907590759076,18.0253164556962,42.9436048441902,5,6,11.5,774945.633237822,2675136.53733289,500,1200,2000
AR,muni,0500000US05019,,,4753,12655,2.66252892909741,0.506049325267566,314.152990264256,603.583252334656,0,0,416,0.25561797752809,0.708184304649695,0.291815695350305,0,0,1,0.425205133599832,65.7561837455831,352.701088698923,4,7,15,501448.263236022,2179089.74887702,500,1250,2500
AR,muni,0500000US05025,,,1233,3315,2.68856447688564,0.542297417631345,250.714801444043,500.005536605421,0,0,340,0.189411764705882,0.758313057583131,0.241686942416869,0,0,1,0.464720194647202,25.0395136778116,128.359577300234,3,5,10,18539.4205933682,417711.795319858,300,900,1500
AR,muni,0500000US05027,,,2549,6521,2.55825814044723,0.738931994523049,685.19367816092,1013.6069129441,0,200,1000,0.189265536723164,0.84542958022754,0.15457041977246,0,0,1,0.471512770137525,62.5667953667954,374.507014410284,8,20,30,302836.590833333,1706085.64998443,1500,3000,4000
AR,muni,0500000US05139,,,15450,42036,2.72077669902913,0.724846282839575,467.368357035928,752.636243441255,0,50,675,0.206931236283833,0.739482200647249,0.259935275080906,0,0.00058252427184466,1,0.403134182174339,17.207739764442,64.1787536093381,6,12,20,126976.639293813,1109621.1907509,500,1500,3000
AR,muni,0500000US05031,,,8318,23390,2.81197403221928,0.728217631207494,388.889298301826,894.412108834758,0,0,520,0.187549501029621,0.890598701610964,0.108920413560952,0,0.000480884828083674,1,0.41257877177808,106.909884355226,393.899932837131,8,15,25,2038477.40700809,4026766.45827705,900,2500,6000
AR,muni,0500000US05033,,,4952,13426,2.71122778675283,0.694370567375887,276.692409066948,586.416997380816,0,0,258.75,0.181169002909283,0.947495961227787,0.0525040387722132,0,0,1,0.460060667340748,9.4678517397882,17.4224650403129,5,7,12,36668.6725274725,591998.284043993,500,1000,2000
AR,muni,0500000US05035,,,3436,9619,2.79947613504075,0.79402444545043,307.530125523013,534.066766955136,0,80,380,0.262199845081332,0.435972060535506,0.559371362048894,0,0.00465657741559953,1,0.461402474955804,16.7432357813363,78.6249914742798,4,6,15,161094.793103448,1253587.4851456,200,500,2000
AR,muni,0500000US05045,,,2585,7218,2.79226305609284,0.639110365086026,311.651556776557,660.606427430706,0,0,351.25,0.253656307129799,0.802321083172147,0.197678916827853,0,0,1,0.484120836560806,19.4801247077163,87.8795722705188,6,10,17,178711.2064,1315089.65502771,1000,2000,3500
AR,muni,0500000US05051,,,12219,35298,2.88877976921188,0.777547909407666,337.467361360642,639.684218329763,0,0,440,0.310192023633678,0.85858089860054,0.14141910139946,0,0,1,0.35702564988341,32.9375261469809,320.655783329082,8,13,20,276210.945089502,1630275.17317174,1000,2000,4000
AR,muni,0500000US05125,,,2848,7524,2.64185393258427,0.629441624365482,337.391919191919,639.498170435421,0,0,520,0.231094658910629,0.992977528089888,0.00702247191011236,0,0,1,0.45320197044335,10.1918604651163,18.3037648315398,5,8,12,48100.8136645963,681094.220975775,400,1000,2000
AR,muni,0500000US05053,,,1633,4362,2.67115737905695,0.691629955947137,475.992319508449,587.927597532995,0,312,700,0.0888671875,0.904470300061237,0.095529699938763,0,0,1,0.372609500308452,27.1377551020408,141.056434359514,4,6,10,316148.240066225,1746654.16437743,400,1200,2500
AR,muni,0500000US05055,,,4770,12572,2.6356394129979,0.768520603467688,267.132764596108,541.39441491596,0,0,330,0.200527009222661,0.994968553459119,0.0050314465408805,0,0,1,0.461069023569024,61.2882919005614,307.84205093938,6,10,16,289299.23733455,1671223.13350948,500,1400,2500
AR,muni,0500000US05059,,,5223,14010,2.68236645605974,0.719759926131117,283.076170082594,486.937354449625,0,0,450,0.208999407933689,0.804901397664178,0.195098602335822,0,0,1,0.454440821024362,22.227603787327,144.955638899224,5,7,10,77558.910510764,868402.054211543,500,1000,2000
AR,muni,0500000US05063,,,2063,5521,2.67619970916142,0.707764952780693,267.930363864492,521.66456337331,0,0,311.25,0.21267252195734,0.945225399903054,0.0547746000969462,0,0,1,0.423844282238443,11.036874451273,9.54143914053977,5,8,15,139877.40413318,1166075.53428562,1000,1800,2500
AR,muni,0500000US05069,,,17566,46931,2.67169532050552,0.691198224852071,419.150578275002,755.622330562377,0,0,525,0.269530664267506,0.706364567915291,0.291984515541387,0.000569281566662872,0.00108163497665946,1,0.377519290567776,14.7929850607776,31.3952742781437,6,12,20,45255.6148566199,652012.856647634,900,2000,3500
AR,muni,0500000US05079,,,1002,2576,2.57085828343313,0.665562913907285,250.075524475525,685.166701506934,0,0,250,0.283916083916084,0.436127744510978,0.552894211576846,0,0.0109780439121756,1,0.502994011976048,5.70967741935484,3.88423218843973,3,5,7,20843.6448412698,445391.972751533,150,500,1500
AR,muni,0500000US05081,,,85,239,2.81176470588235,0.628205128205128,188.305084745763,331.986666445864,0,0,280,0.169491525423729,0.635294117647059,0.364705882352941,0,0,1,0.505882352941176,13.5,24.7969805400262,4,5,5,1104.6511627907,1124.71234171488,300,550,1550
AR,muni,0500000US05085,,,2615,6707,2.56481835564054,0.620107128141739,259.213625866051,522.873673709843,0,0,317,0.223704463827604,0.866921606118547,0.133078393881453,0,0,1,0.450753186558517,18.0904558404558,143.336112956017,5,7,10,1623.63838903171,1694.10298709226,500,1200,2000
AR,muni,0500000US05087,,,284,767,2.70070422535211,0.697080291970803,345.37962962963,662.225040336164,0,0,400,0.0196078431372549,1,0,0,0,1,0.623239436619718,18.9439252336449,80.6536774975645,5,8,10,1072.89830508475,825.009208521237,300,1000,1500
AR,muni,0500000US05091,,,11331,31054,2.74062306945548,0.804891868920578,327.798475306596,663.985238504872,0,0,360,0.217496962332928,0.705851204659783,0.294148795340217,0,0,1,0.461319073083779,112.170592193809,594.61090588654,6,10,20,257257.072836167,1576242.83240173,600,1500,3425
AR,muni,0500000US05093,,,8997,24072,2.6755585195065,0.785455016852476,315.43193558189,594.423852658609,0,0,400,0.168842729970326,0.751028120484606,0.246415471823941,0,0.00255640769145271,1,0.340297173500168,18.7857142857143,86.8091123953711,6,10,15,389681.657583716,1929589.98815131,500,1500,4000
AR,muni,0500000US05103,,,5901,16796,2.84629723775631,0.700526711813394,357.846643802058,636.090760831693,0,0,500,0.172666982472762,0.601762413150314,0.398237586849687,0,0,1,0.429690160027239,21.2856704510586,160.944855409402,5,8,18,168231.506339144,1279210.8229173,300,1000,3000
AR,muni,0500000US05105,,,629,1707,2.71383147853736,0.563279857397505,127.140997830803,290.980381212044,0,0,150,0.279826464208243,1,0,0,0,1,0.5232,34.7231833910035,135.01764101137,3,5,6,214602.113149847,1449497.70729953,200,450,600
AR,muni,0500000US05107,,,13929,37643,2.70249120539881,0.758695991265013,287.185013518733,521.428687500171,0,0,369,0.151486815036469,0.488261899633857,0.506497235982483,7.17926627898629e-05,0.00516907172087013,1,0.242090784044017,50.6187769502156,288.477146586942,6,8,15,239055.458133971,1518552.67415603,600,2000,4000
AR,muni,0500000US05111,,,5209,14652,2.81282395853331,0.728957356552802,315.728125792544,638.133236508646,0,0,450,0.120326813567715,0.964100595123824,0.0358994048761759,0,0,1,0.396358000774893,10.5735677083333,26.4252191845983,6,8,10,25887.1011730205,493796.482383176,200,600,2000
AR,muni,0500000US05115,,,5254,13797,2.6259992386753,0.619509177149928,279.274519230769,583.13387919287,0,0,300,0.174184261036468,0.920441568328892,0.0795584316711077,0,0,1,0.461435916968197,10.6481746599857,7.88739120983259,5,8,15,63649.8840280644,784395.215462615,600,1500,2500
AR,muni,0500000US05119,,,74490,206525,2.77251980131561,0.714176807341561,493.51109801951,859.642924214321,0,0,720,0.15400530592495,0.75482615116123,0.245066451872735,9.39723452812458e-05,1.34246207544637e-05,1,0.383937424259116,27.9649174595245,168.685178970694,9,15,25,143120.607101865,1174069.83995618,1500,2500,4000
AR,muni,0500000US05123,,,5639,15064,2.67139563752438,0.781293256871663,296.453684749232,577.199104645102,0,0,350,0.197658079625293,0.648696577407342,0.34935272211385,0,0.0019507004788083,1,0.331196581196581,14.8259705488621,71.2447573332313,5,8,15,18573.514516129,401302.662983513,500,1500,3600
AR,muni,0500000US05131,,,23494,62886,2.67668340852984,0.729945787007259,367.992864093416,735.935631909917,0,0,520,0.141301502539134,0.908742657699838,0.0901932408274453,0.00106410147271644,0,1,0.443681613387685,71.608064642661,400.434096974774,8,15,20,70338.9319148936,819880.78373118,700,2000,3000
AR,muni,0500000US05143,,,7810,20161,2.58143405889885,0.704190632703369,340.581680374133,695.855561681016,0,0,400,0.273868942199324,0.977336747759283,0.0225352112676056,0.000128040973111396,0,1,0.453391460443647,22.2505348229142,119.580917375457,8,13,20,178094.908371041,1312320.49027154,1000,2500,4000
AR,muni,0500000US05145,,,3449,10090,2.92548564801392,0.808213870592794,254.400142146411,526.191462479783,0,0,306,0.246284501061571,0.947231081472891,0.0527689185271093,0,0,1,0.448557271932381,47.203544575725,228.723751419736,5,8,15,320067.941520468,1755975.52337198,600,1400,2500
AR,muni,0500000US05149,,,1205,3314,2.75020746887967,0.701086956521739,247.595936794582,556.708248399985,0,0,306.75,0.10762331838565,0.937759336099585,0.0622406639004149,0,0,1,0.447302904564315,34.6126126126126,131.458641851247,5,6,10,241926.87755102,1535486.69717986,300,600,1200
AZ,muni,0500000US04003,,,14758,42989,2.91292858110855,0.682196713932028,488.993259744066,986.309502535787,0,0,800,0.231606570123433,0.982450196503591,0.0167366851876948,0.000338799295297466,0.000474319013416452,1,0.493774798194007,49.5157836947571,324.254893441955,7,12,20,146956.712524245,1197207.07412655,350,1000,2000
AZ,muni,0500000US04005,,,4685,14257,3.04311632870864,0.764592841700697,468.912951807229,746.087719883994,0,0,772,0.248118036735923,0.975453575240128,0.0175026680896478,0.0032017075773746,0.00384204909284952,1,0.424744064473971,22.2347254447022,142.261269057162,7,13,25,109670.991794872,1032205.76363916,500,1350,3500
AZ,muni,0500000US04007,,,7290,21141,2.9,0.690325640214986,531.419001218027,781.040650479746,0,0,1000,0.162854889589905,0.990260631001372,0.00960219478737997,0,0.000137174211248285,1,0.48665642028783,18.8181306306306,87.7053682985416,8.75,15,20,81804.5122021246,892999.124335475,320,1000,2000
AZ,muni,0500000US04021,,,1782,5770,3.23793490460157,0.645640074211503,327.793074324324,593.038454805802,0,0,390,0.217937971500419,0.994949494949495,0.00505050505050505,0,0,1,0.464646464646465,11.1806311207835,7.77796558367678,5,10,16.5,363492.082125604,1869568.00492599,387.5,1000,2000
AZ,muni,0500000US04009,,,2452,7265,2.96288743882545,0.692204301075269,364.150459921156,650.006809525186,0,0,500,0.217797137523335,0.993882544861338,0.00611745513866232,0,0,1,0.602375102375102,75.3596584845251,324.164435090682,10,20,27,436900.114208022,2040278.03954248,700,1700,3000
AZ,muni,0500000US04013,,,43039,121089,2.81347150259067,0.774345523072222,466.367880542435,792.460400182906,0,0,720,0.255467226638668,0.940681707288738,0.0535096075652315,0.00144055391621553,0.00436813122981482,1,0.424097238612226,118.335721724641,576.392070344469,10,20,30,146760.640714564,1189273.30170917,1200,2600,4000
AZ,muni,0500000US04017,,,3647,9623,2.63860707430765,0.675047740292807,795.043010752688,1167.27342126391,0,0,1500,0.196812453669385,0.970112421168083,0.00959692898272553,0.0142582944886208,0.00603235536057033,1,0.475647091566936,99.8095756256801,702.801573636599,15,23,28,342255.0140433,1810687.01011081,1850,3000,4200
AZ,muni,0500000US04019,,,21031,62748,2.98359564452475,0.726229072548499,475.392726822933,829.13470564525,0,0,715,0.194364471669219,0.954590842090248,0.0267224573249013,0.00908183158195045,0.00960486900290048,1,0.432126806166336,47.618629476584,359.458403589622,12,20,32,167813.390516663,1271207.04041444,1200,3000,5000
AZ,muni,0500000US04023,,,2168,6632,3.0590405904059,0.661907190209077,389.450160771704,798.902492382063,0,0,464,0.171775223499361,0.951568265682657,0.03690036900369,0.003690036900369,0.00784132841328413,1,0.328022492970947,14.771509167842,18.8134992783251,7,10,20,45184.62,653567.078682297,825,2000,3250
AZ,muni,0500000US04025,,,5357,15722,2.93485159604256,0.730528200537153,455.31347342398,748.702075826631,0,0,771,0.270216962524655,0.982266193765167,0.0136270300541348,0.00112002986746313,0.00298674631323502,1,0.440530303030303,23.1859086152773,109.240216730829,8,15,22,462137.94239037,2094875.08802941,400,1500,3000
AZ,muni,0500000US04027,,,3632,10400,2.86343612334802,0.824924012158055,488.83441324694,781.858441735618,0,0,780,0.164694280078895,0.948237885462555,0.0407488986784141,0.00165198237885463,0.00936123348017621,1,0.394663702056698,66.1354264292409,306.777347987949,9,18,28,128677.635915493,1118899.90959368,250,1500,3000
CA,muni,0500000US06001,,,370616,901120,2.43141148790122,0.595949054108447,658.89171089466,995.651125824535,0,0,1200,0.22683026853234,0.958555486001684,0.025209381138429,0.000256330001942712,0.0159788028579446,1,0.512078403721225,77.5100805536646,431.076910419459,20,27,35,75760.8446602978,837538.023900646,3000,4000,6000
CA,muni,0500000US06013,,,45299,120059,2.65036755778273,0.629339198622932,731.347695578763,923.128677551514,0,180,1440,0.182834962622197,0.987416940771319,0.00783681758979227,6.62266275193713e-05,0.0046800150113689,1,0.518816361274137,90.6830043651547,445.716761216186,17,23,30,121795.810586762,1080859.40692747,2000,3200,4600
CA,muni,0500000US06007,,,13309,34310,2.5779547674506,0.675941745993003,461.865568747606,772.057472663356,0,0,750,0.281347887992406,0.987076414456383,0.0055601472687655,0.000375685626267939,0.00698775264858367,1,0.500722818230237,66.83734375,437.008674516387,15,20,25,110811.602795928,1032841.21173572,1500,2500,4000
CA,muni,0500000US06015,,,1040,2931,2.81826923076923,0.634171907756813,330.856079404467,618.68717880999,0,0,360,0.469336670838548,0.990384615384615,0,0.00961538461538462,0,1,0.407185628742515,73.3085299455536,546.282407068507,13,17,20,517092.279411765,2211712.05388082,1500,2500,3500
CA,muni,0500000US06017,,,2983,7471,2.5045256453235,0.645323741007194,585.336812144213,810.437014321843,0,120,1000,0.32477913336138,0.992289641300704,0.00100569896077774,0.00368756285618505,0.00301709688233322,1,0.514384748700173,178.138157894737,628.988301178859,18,25,30,138183.773584906,1153050.75900426,2000,3000,4500
CA,muni,0500000US06019,,,62325,170742,2.73954271961492,0.668238056850443,519.499215203835,835.726893235981,0,0,800,0.266205043406366,0.953164861612515,0.0186602486963498,0.000914560770156438,0.0272603289209787,1,0.532311509393925,56.6742751825335,329.911775089135,15,20,30,119341.425837907,1070019.45274204,1500,3000,4500
CA,muni,0500000US06023,,,17254,41822,2.42390170395271,0.653831822133896,547.860106934802,785.328260104468,0,0,1000,0.278988868274583,0.992523472817897,0.00133302422626637,0.00614350295583633,0,1,0.54511300264162,28.5435278336687,156.949502860777,14,18,25,248725.571290114,1547168.07036911,2000,3000,4000
CA,muni,0500000US06025,,,29979,91255,3.04396410820908,0.770584254455222,456.415244748981,754.531903975758,0,0,672,0.175219581791431,0.922345641949365,0.0528703425731345,0.000433636879148737,0.0243503785983522,1,0.358050632053411,35.9855244040252,167.186600014195,8,15,25,148639.558637009,1202148.42737218,401,1200,3000
CA,muni,0500000US06029,,,33353,88427,2.65124576499865,0.768284106891702,788.644026974952,978.577151459411,0,385,1435,0.233430220657469,0.9515785686445,0.0252451053878212,5.99646208736845e-05,0.0231163613468054,1,0.438097260564876,51.6460240830143,293.927418708755,18,25,35,189204.148743162,1349142.70641199,2000,3000,4800
CA,muni,0500000US06031,,,8780,23611,2.68917995444191,0.664739157762414,477.697129909366,1027.9080187258,0,0,750,0.310759860788863,0.960364464692483,0.0071753986332574,0,0.0324601366742597,1,0.506375646180356,44.6645584446006,245.748328132023,12,20,25,34482.512477314,562583.846775657,1100,2500,3500
CA,muni,0500000US06033,,,1120,2679,2.39196428571429,0.668278529980658,322.706741573034,613.102307296338,0,0,346.5,0.307334109429569,0.996428571428572,0,0.00357142857142857,0,1,0.538461538461538,16.5815324165029,8.07029480731642,10,15,20,53374.4268907563,708669.255554143,1200,2400,3500
CA,muni,0500000US06035,,,579,1539,2.6580310880829,0.761029411764706,584.80044345898,856.632279517247,0,0,1000,0.27032967032967,0.972366148531952,0.00863557858376511,0.00863557858376511,0.0103626943005181,1,0.483592400690846,128.224489795918,1003.81191074957,15,25,35,1004429.90714286,3003894.10978851,3000,4000,7000
CA,muni,0500000US06037,,,1680813,4276667,2.54440380934702,0.719501438061738,552.382037520814,1111.94091167665,0,0,960,0.28432586534585,0.952374237943186,0.0323944424513613,0.000342691304743597,0.0148886283007092,1,0.423396628371871,63.7593931446636,384.836662914567,20,27,35,88753.776441852,910698.183958077,2500,3800,5500
CA,muni,0500000US06071,,,71925,195826,2.72264164059785,0.666256943255901,493.908216974199,785.297119605233,0,0,820,0.257943655882989,0.981633646159194,0.010844629822732,0.00393465415363226,0.00358706986444213,1,0.537074148296593,31.2709443549387,164.797038995571,12,18,25,126064.050438368,1102615.29649897,1500,2500,4000
CA,muni,0500000US06039,,,6417,18223,2.83980052984261,0.750218188165474,347.459594904991,639.307775484082,0,0,450,0.192283628779979,0.979117967897771,0.0169861305906187,0,0.00389590151160979,1,0.557623143080532,29.399634369287,201.827992306038,10,15,25,114175.749859787,1053084.69668704,500,1500,3000
CA,muni,0500000US06041,,,21850,56645,2.59244851258581,0.602323008849558,717.341046019741,1038.14661931643,0,0,1260,0.27034803297737,0.986132723112128,0.00091533180778032,0.000366132723112128,0.0125858123569794,1,0.572640757582861,108.898826979472,562.500009224571,22,30,37,202337.347769136,1387141.03702688,3000,4500,6500
CA,muni,0500000US06045,,,7601,18750,2.46678068675174,0.612719235705119,548.603537781196,756.766929176463,0,29,1000,0.304888733134747,0.987238521247204,0.000263123273253519,0.00368372582554927,0.0088146296539929,1,0.522821576763486,92.8280836031793,593.956654099939,12,18,25,256028.231694829,1571513.91742819,1500,2000,3500
CA,muni,0500000US06047,,,10261,27541,2.68404638924081,0.726330715532286,502.459577857427,770.817663445126,0,0,900,0.245908079088647,0.96491570022415,0.0163726732287301,0.0113049410388851,0.00740668550823507,1,0.46925278847103,65.6680529300567,412.280334402668,14,20,28,116923.191207404,1059466.44048571,1500,3000,5000
CA,muni,0500000US06053,,,24299,64826,2.66784641343265,0.669826435246996,480.066136199235,787.494936795806,0,0,760,0.319487996710019,0.936375982550722,0.00880694678793366,0.000535001440388493,0.0542820692209556,1,0.456547269524369,34.2247395011052,250.30985316505,18,25,30,112084.363252182,1030752.24434821,2200,3500,5700
CA,muni,0500000US06055,,,8726,20932,2.39880815952326,0.609398309298856,489.969661266569,763.299156465565,0,0,900,0.338732798165138,0.991175796470319,0.00137520055008022,0.000916800366720147,0.00653220261288105,1,0.503771614250899,27.1077943615257,101.578051088462,16,22,28,61286.2430315596,756507.759611317,2000,3000,4500
CA,muni,0500000US06057,,,7048,17578,2.49404086265607,0.61017733230532,558.670749279539,815.941365343687,0,0,1200,0.250681198910082,0.983825198637911,0.00241203178206583,0.000709421112372304,0.0130533484676504,1,0.514931864308495,80.6125528062764,398.298752600244,20,25,30,160058.642736487,1245553.25009775,1500,2000,3000
CA,muni,0500000US06059,,,58967,143278,2.42979971848661,0.692561377794064,464.011825251601,758.38419346123,0,0,720,0.300509374197415,0.995421167771805,0.00279817525056387,0.000118710465175437,0.00166194651245612,1,0.484773437633435,56.8697862312742,310.992828750941,15,20,26,97982.6008173907,966790.466855348,2000,3000,4500
CA,muni,0500000US06061,,,11120,28691,2.58012589928058,0.560821944363672,536.069982198487,829.391465649095,0,0,1000,0.207991360691145,0.98705035971223,0.000809352517985612,0.000269784172661871,0.0118705035971223,1,0.559757531891794,36.2633692665399,210.539895855158,12,18,25,335646.719573299,1793720.62655511,1400,2500,4000
CA,muni,0500000US06065,,,37091,99036,2.67008169097625,0.697303734465175,443.944018261423,754.344665137393,0,0,650,0.29457694491766,0.971394677954221,0.0212989674044917,0.00347793265212585,0.00382842198916179,1,0.526011718217741,73.5353559063435,424.71792717199,12,20,25,180601.312506476,1320798.25153241,1100,2500,4000
CA,muni,0500000US06067,,,77614,206495,2.66053804725952,0.663081203173204,667.967253586734,973.544326210881,0,18,1200,0.219487509775958,0.957688045971088,0.00985646919370217,0.000412296750586234,0.0320431880846239,1,0.522726363114853,53.743657218043,287.139104829343,20,28,35,88767.5381297535,913454.325220788,3000,4000,5500
CA,muni,0500000US06069,,,3192,8096,2.53634085213033,0.573504562352146,366.178613396005,650.54262573383,0,0,485,0.312329832749903,0.989974937343358,0.00532581453634085,0.00031328320802005,0.0043859649122807,1,0.522842639593909,34.4959404600812,273.609043930466,10,15,20,142709.242111651,1173084.7301503,1500,2500,4000
CA,muni,0500000US06073,,,166534,417202,2.5052061440907,0.748077061083892,481.966649690688,811.452576221936,0,0,802,0.333449946779608,0.97601690945993,0.0148318061176697,0.00047437760457324,0.00867690681782699,1,0.456252037471014,40.5782085256088,234.705372286255,20,25,30,76333.2533265028,847440.599961333,2300,3500,5000
CA,muni,0500000US06075,,,482222,1293856,2.68311275719482,0.637014925373134,745.289065954695,990.068194345871,0,330,1260,0.230848017818055,0.955738228450796,0.00633525637569418,0.000288248980759899,0.0376382661927494,1,0.40654637357216,131.087653760266,687.780243343912,23,30,40,114144.618543258,1034251.8908792,3500,5000,6500
CA,muni,0500000US06077,,,46394,120974,2.60753545717119,0.647874866160793,526.226204753598,829.763419633977,0,0,900,0.275770901340815,0.954670862611545,0.00825537785058413,0.000107772556796137,0.0369659869810751,1,0.491950572162033,60.2445043009818,364.842848763374,16,22,30,46385.1757838412,649946.730193366,2000,3500,5000
CA,muni,0500000US06079,,,9082,22203,2.44472583131469,0.662918540729635,640.201162354706,864.904529821937,0,150,1150,0.336292667993265,0.990090288482713,0.000990971151728694,0,0.00891874036555825,1,0.468323259458249,37.2733843537415,185.157731649435,15,23,30,240043.118546845,1519574.15947134,2000,3000,4500
CA,muni,0500000US06081,,,67379,169638,2.51766870983541,0.655845827166849,739.156550234602,1124.99557531441,0,0,1250,0.229386754794749,0.976491191617566,0.00661927306727615,0.000163255613766901,0.0167262797013906,1,0.630583676289465,57.8399456185886,361.912543290456,23,30,45,97600.9544815759,941609.045880642,3500,5000,7500
CA,muni,0500000US06083,,,34773,92260,2.65320794869583,0.686801340100176,598.594617437722,828.949219989968,0,198,1000,0.262295721361988,0.954131078710494,0.0140626348028643,0.00235815143933512,0.0294481350473068,1,0.417096708358844,63.6992999846712,399.323760604554,18,25,30,116941.486019852,1054439.01977827,2500,3500,5000
CA,muni,0500000US06085,,,79766,201215,2.52256600556628,0.604807615603478,491.141654936043,827.82639010145,0,0,756,0.27882216949565,0.982824762430108,0.00466364115036482,0.000150440037108542,0.0123611563824186,1,0.545231190081179,66.2782224987979,374.898184541411,18,25,35,103388.892641457,989379.621184658,2500,3500,5000
CA,muni,0500000US06087,,,12531,33301,2.65748942622297,0.677704774419623,432.783352781019,761.867063391287,0,0,600,0.305359046419227,0.958103902322241,0.000638416726518235,0.000159604181629559,0.0410980767696114,1,0.476038599934576,29.2482912096646,263.669542590429,15,20,25,74283.7859474317,836047.034482684,2000,3000,5000
CA,muni,0500000US06089,,,6225,16363,2.62859437751004,0.838010924844603,678.281940332498,895.470081428185,0,152,1200,0.27842333105491,0.989076305220884,0.00755020080321285,0.00192771084337349,0.00144578313253012,1,0.397572331227137,41.2258335668254,167.907739435931,20,30,35,171099.535340862,1282333.54620448,2000,3000,5000
CA,muni,0500000US06095,,,19159,50027,2.61114880734903,0.653128743368889,641.834865805169,918.792244476575,0,0,1200,0.228264890862005,0.972180176418393,0.0140403987682029,0.000521947909598622,0.013257476903805,1,0.467557874144115,83.8452170292495,457.738753075162,20,25,30,174638.903184565,1295466.15842255,2000,3500,5000
CA,muni,0500000US06097,,,20624,48782,2.36530256012413,0.605604302292669,500.660643394935,784.977821336201,0,0,900,0.304160776842235,0.993357253685027,0.000921256788207913,0.00184251357641583,0.00387897595034911,1,0.480522019649054,135.089910378722,617.021225459124,15,20,30,203877.712643678,1400899.69631628,2000,3000,4500
CA,muni,0500000US06099,,,19428,49615,2.55378834671608,0.713800022294059,510.994879406308,746.574813268528,0,100,850,0.26645286296519,0.986823141857113,0.00859584105414865,0.000154416306361952,0.00442660078237595,1,0.464620807630501,91.3645750595711,519.134419830245,15,20,27,160482.301907843,1244014.41749847,1800,2500,4000
CA,muni,0500000US06101,,,3693,9004,2.43812618467371,0.724364723467863,543.807163531114,802.335329683815,0,65,960,0.285364145658263,0.995667479014351,0,0,0.00433252098564852,1,0.456379498364231,34.9872318692543,234.133485111994,19.25,25,30,15212.3757467145,345441.933230115,1800,3000,4500
CA,muni,0500000US06103,,,4954,12277,2.47819943480016,0.671211787992083,459.655210338191,743.697731730374,0,0,780,0.335449735449735,0.976786435203876,0.00645942672587808,0.00121114251110214,0.0155429955591441,1,0.444195062232198,37.5135444486837,211.049036276938,13,18,25,158981.84244373,1239848.98508835,1500,2500,3600
CA,muni,0500000US06107,,,27591,72185,2.61625167627125,0.74126382051489,552.808500092931,766.092254850142,0,210,900,0.262265834076717,0.971621180819833,0.0132289514696821,0.00141350440360987,0.0137363633068754,1,0.481861888111888,99.037878238154,550.159728503479,11,17,25,168200.321844293,1275608.9467378,1000,2250,3500
