tract_fips,gamma01a_units_IV,gamma11a_units_IV,gamma01a_space_IV,pctdis,pop_tot,n_units,land_area_m2,n_cbg,med_hh_inc,p_white,p_black,p_asian,pop_density,unit_density,log_pop_density,log_unit_density,log_units,log_land_area,log_inc,near_dart_05mi,near_dart_1mi,dist_station_m,restrictiveness
48085031633,0.143000990152359,0.140950113534927,0.258983254432678,0.299197733402252,4308,1444,1509287,2,100966.121866295,0.753946146703807,0.0680129990714949,0.125812441968431,0.0028543279045006,0.00095674315090503,-5.85891887356972,-6.95197559239323,7.27517231945277,14.227147911846,11.5225403124888,0,0,4429.07820192979,-0.143000990152359
48085031634,0.266893446445465,0.26571199297905,0.382263392210007,0.291767001152039,3336,1168,1376357,3,82773.5710431655,0.727517985611511,0.0404676258992806,0.139088729016787,0.00242378975803516,0.000848617037585452,-6.02242294802048,-7.07190254811095,7.06304816338817,14.1349507114991,11.3238640991214,0,0,3741.61662855235,-0.266893446445465
48085031635,0.222591519355774,0.155550554394722,0.329275339841843,0.299173027276993,4640,1808,3000099,3,88189.5928879311,0.542672413793103,0.157974137931034,0.215517241379311,0.00154661562835093,0.000602646779322949,-6.4716862008676,-7.41417930513577,7.49997654095212,14.9141558460879,11.3872442405651,0,0,3221.4748811087,-0.222591519355774
48085031636,0.16864812374115,0.157766684889793,0.292967081069946,0.290363073348999,6168,2383,3156879,4,118652.209695109,0.568417639429313,0.0706874189364462,0.257619974059663,0.0019538284489206,0.000754859467214296,-6.23796452403631,-7.18897896218074,7.77611547709874,14.9650944392795,11.6839518853324,0,0,6487.69768966702,-0.16864812374115
48085031639,0.208895355463028,-0.026410898193717,0.290983617305756,0.335157215595245,5186,1687,2827677,3,138399.339182414,0.559969147705361,0.0564982645584266,0.314114924797532,0.00183401428098047,0.000596602794449295,-6.30124811838403,-7.42425900193668,7.43070708254597,14.8549660844826,11.8378985474608,0,0,9889.86762661919,-0.208895355463028
48085031641,-0.114862695336342,-0.150506123900414,-0.0135229453444481,0.32253760099411,3448,1132,2347052,2,148706.400232019,0.368909512761021,0.0200116009280743,0.6084686774942,0.00146907695270493,0.000482307166607301,-6.5231209987479,-7.63692937176835,7.03174125876313,14.6686706305315,11.9097291727595,0,0,7649.90522199334,0.114862695336342
48085031642,0.0409801043570042,0.0246465802192688,0.180112197995186,0.307645082473755,5120,1724,2033849,3,134474.577929688,0.5091796875,0.10703125,0.27734375,0.00251739435916826,0.000847653881876187,-5.98453089684655,-7.07303816365646,7.45240245122364,14.5254406148801,11.8091304484839,0,0,6355.28779078078,-0.0409801043570042
48085031643,0.220536887645721,0.212258338928223,0.335677623748779,0.292999476194382,4757,1913,2187045,3,98020.1845701072,0.60584401933992,0.0742064326256044,0.293672482657137,0.00217508098827413,0.000874696222528572,-6.13068937914663,-7.04163390613865,7.55642796944025,14.5980618755789,11.4929287014459,0,0,5157.73063961059,-0.220536887645721
48085031645,-0.0342476554214954,-0.066803440451622,0.0851569622755051,0.27802973985672,1766,622,1478828,2,162727,0.736693091732729,0.0537938844847112,0.169875424688562,0.00119418891175985,0.000420603342647015,-6.73028805897249,-7.77382034739721,6.43294009273918,14.2067604401364,11.9998292290395,0,0,9964.59509208815,0.0342476554214954
48085031646,0.301768779754639,0.246190637350082,0.394987642765045,0.276676535606384,5424,2193,6276457,3,186444.28060472,0.663901179941003,0.0575221238938053,0.201327433628319,0.000864181814676656,0.000349400943876458,-7.05372737764474,-7.95929045884708,7.69302574841789,15.652316207265,12.1358877099137,0,0,8557.46843157103,-0.301768779754639
48085031647,-0.0464949496090412,-0.121603138744831,0.0745242387056351,0.263057678937912,3388,1525,2474201,2,88852.0649350649,0.686540731995278,0.0699527744982291,0.183293978748524,0.00136933094764734,0.000616360594794037,-6.59343301780989,-7.39167838454032,7.32974968904151,14.7214280735818,11.394728074,0,0,8366.01328367301,0.0464949496090412
48085031649,0.16413414478302,0.109572604298592,0.255725562572479,0.245360553264618,5016,2530,6603647,4,126375.971092504,0.685406698564593,0.0879186602870813,0.187599681020734,0.000759580274354459,0.000383121629608609,-7.18274454782771,-7.8671580484189,7.83597458172157,15.7031326301405,11.7470166405069,0,0,6481.90640730572,-0.16413414478302
48085031704,0.0388658307492733,0.0383409634232521,0.190827742218971,0.218398422002792,3881,1906,1543999,4,103102.931203298,0.637722236536975,0.0528214377737697,0.0927595980417417,0.00251360266425043,0.00123445675806785,-5.98603823052935,-6.69712427768411,7.55276208421415,14.2498863618983,11.5434831002828,0,0,3748.08852293732,-0.0388658307492733
48085031706,0.05662751942873,0.047314427793026,0.156322345137596,0.217176765203476,2585,892,1800108,2,223056.12959381,0.92688588007737,0.00851063829787234,0.0363636363636364,0.00143602494961413,0.000495525824006115,-6.54587643412394,-7.60989108848646,6.79346613258001,14.4033572210665,12.315178720985,0,0,3413.36954823335,-0.05662751942873
48085031708,0.0500986352562904,0.0337230488657951,0.130783706903458,0.21561923623085,3073,1613,2336101,3,85762.6400911162,0.695411649853563,0.118451025056948,0.0816791409046537,0.00131543970059514,0.000690466722115183,-6.63358429616648,-7.27814278017175,7.38585107812521,14.663993858297,11.3593387604753,0,0,3557.57021806454,-0.0500986352562904
48085031709,0.260925650596619,0.210177570581436,0.362448960542679,0.228057086467743,4486,2151,3808169,3,101401.648461881,0.417298261257245,0.210432456531431,0.162951404369148,0.00117799393881942,0.000564838377708552,-6.74394233908057,-7.47897092489299,7.67368812926773,15.1526590541607,11.5268446270276,0,0,3132.18746589471,-0.260925650596619
48085032003,0.274145394563675,0.253619879484177,0.391851782798767,0.265008926391602,5380,2256,2301760,4,43436.893866171,0.84368029739777,0.0330855018587361,0.0159851301115242,0.00233734186014181,0.000980119560683998,-6.0587409525053,-6.92783599304318,7.72134861261795,14.6491846056611,10.6790644480497,0,1,1044.49017467614,-0.274145394563675
48085032008,0.339626461267471,0.293266475200653,0.392452031373978,0.286992639303207,4372,1539,4209951,3,94579.4110247027,0.752744739249772,0.0715919487648672,0.102927721866423,0.00103849189693657,0.000365562449539199,-6.86998571733953,-7.91407343279708,7.33888813383888,15.252961566636,11.4571950889074,0,0,2651.12507410955,-0.339626461267471
