fid,mode,region,agency,name,year_open,cost_usd,riders,status,notes,web,grade,construct,automated,year_clos,ffga_date,ffga_cost,ffga_shr,reference,limited,country,brt_rating,project,route_km,brt_year,through
"914",Light Rail,Seattle WA USA,Sound Transit,Ballard-Downtown Link Extension,,,,planned,Funded by 2016 referendum.,https://www.soundtransit.org/system-expansion/west-seattle-ballard-link-extensions,subway,2026-2039,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Ballard to Downtown Seattle,11.8327945917448,,"0"
"915",Streetcar,Seattle WA USA,Sound Transit,Link Line T,,,,proposed,"Funded by 2016 referendum; in planning; to be completed 2041",https://www.soundtransit.org/system-expansion/tcc-tacoma-link-extension,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Tacoma Link to Tacoma Community College,5.51530351072816,,"0"
"916",Light Rail,Seattle WA USA,Sound Transit,South Kirkland-Issaquah Link,,,,planned,"Funded by 2016 referendum; in planning.",https://www.soundtransit.org/system-expansion/south-kirkland-issaquah-link,"elevated; at grade",2038-2044,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,South Kirkland-Issaquah Link,13.220332229663,,"0"
"917",Light Rail,Seattle WA USA,Sound Transit,Link Line 1,,,,planned,"Funded by 2016 referendum; in planning; to be completed 2041",https://www.soundtransit.org/system-expansion/everett-link-extension,"elevated; at grade","-2041",,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,"Everett Link Extension; 128th St-Mariner-Everett",17.0718676060906,,"0"
"918",Commuter Rail,Seattle WA USA,Sound Transit,Lakewood to DuPont Sounder,,,,proposed,Funded by 2016 referendum.,https://www.soundtransit.org/system-expansion/dupont-sounder-extension,at grade,2034-2045,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Lakewood to DuPont Sounder,12.9449964576188,,"0"
"919",Light Rail,Los Angeles CA USA,LA Metro,Crenshaw Northern Extension,,2240,,proposed,"Funded in part by 2016 Measure M; could be completed by 2057",https://www.metro.net/projects/crenshaw-northern-extension/,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Crenshaw Northern Extension,10.0994974301756,,"0"
"920",Bus Rapid Transit,Los Angeles CA USA,LA Metro,North Hollywood to Pasadena Transit Corridor,,267,,planned,Funded by part by 2016 Measure M.,https://www.metro.net/projects/noho-pasadena-corridor/,at grade,"-2028",,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,North Hollywood to Pasadena Transit Corridor,30.3216923140625,,"0"
"921",Bus Rapid Transit,Los Angeles CA USA,LA Metro,Lincoln Blvd BRT,,102,,proposed,"Funded in part by 2016 Measure M; could be completed by 2056",,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Lincoln Blvd BRT,11.6245707860273,,"0"
"922",Light Rail,Los Angeles CA USA,LA Metro,C,,770,,proposed,"Funded in part by 2016 Measure M; could be completed by 2059",,"elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,C Line (Green) to Norwalk Metrolink,4.19985100909044,,"0"
"923",Bus Rapid Transit,Los Angeles CA USA,LA Metro,Vermont Avenue BRT,,339,"42900",planned,Funded in part by 2016 Measure M.,https://www.metro.net/projects/vermont-corridor/,at grade,2026-2028,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Vermont Transit Corridor,18.903415031468,,"0"
"924",Light Rail,Seattle WA USA,Sound Transit,Link Line 1,,,,planned,Funded in part by 2016 referendum.,https://www.soundtransit.org/system-expansion/tacoma-dome-link-extension,"elevated; at grade",2026-2032,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,"Tacoma Dome Link Extension; Federal Way to Tacoma Dome",16.3513432539875,,"0"
"925",Bus Rapid Transit,Seattle WA USA,Sound Transit,Stride S2,,,,uc,Funded by 2016 referendum.,https://www.soundtransit.org/system-expansion/i-405-brt,highway,2024-2029,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,I-405 BRT Lynnwood to Bellevue,30.5239975681109,,"0"
"926",Light Rail,Seattle WA USA,Sound Transit,South Kirkland-Issaquah Link,,,,planned,Funded by 2016 referendum. Part of Bellevue-Issaquah Line.,https://www.soundtransit.org/system-expansion/south-kirkland-issaquah-link,"subway; at grade",2038-2044,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,South Kirkland to Bellevue,2.82874488102212,,"0"
"927",Metro,Panama PAN,Metro de Panama,Linea 2,,,,proposed,Planned,http://www.elmetrodepanama.com/linea-2/#tab-id-2,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",PAN,,Linea 2 Extension to Felipillo,2.01974081117058,,"0"
"928",Monorail,Panama PAN,Metro de Panama,Linea 3,,2800,"160000",uc,Monorail,http://www.elmetrodepanama.com/linea-3/,elevated,2021-2027,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",PAN,,Linea 3 Ciudad del Future–Panama Pacifico,18.914302435082,,"0"
"929",Metro,Montreal QC CAN,STM,Ligne Bleue,,3900,,uc,,http://www.stm.info/fr/a-propos/grands-projets/grands-projets-metro/prolongement-de-la-ligne-bleue,subway,2021-2031,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Blue Line Extension,5.30321694486344,,"0"
"930",Light Rail,Los Angeles CA USA,LA Metro,East San Fernando Valley Light Rail Transit Project,,,"30000",uc,Project shortened from initial plan,https://www.metro.net/projects/east-sfv/,at grade,2025-2031,,,"202409",3635,24.5,"Yonah Freemark; OpenStreetMap contributors","0",USA,,East San Fernando Valley Transit Corridor,10.8178660136028,,"0"
"933",Bus Rapid Transit,London ON CAN,London Transit,SHIFT South BRT,,,,uc,"City applied for funding; not yet confirmed",http://www.londontransit.ca/initiatives/brt-summary-information/,at grade,2024-2027,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,South BRT,6.00538085873547,,"0"
"934",Bus Rapid Transit,London ON CAN,London Transit,SHIFT East Corridor BRT,,,,uc,City applied for funding,http://www.londontransit.ca/initiatives/brt-summary-information/,at grade,2024-2027,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,East Corridor BRT,6.37260697431786,,"0"
"935",Bus Rapid Transit,Los Angeles CA USA,LA Metro,North San Fernando Valley BRT,,280,,cancelled,BRT project replaced by bus improvements in San Fernando Valley.,https://www.metro.net/projects/north-sfv-brt/,at grade,,,"2022",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,North San Fernando Valley BRT,28.8796268571579,,"0"
"936",Metro,Vancouver BC CAN,Translink,Surrey-Langley SkyTrain,,,,uc,Estimated $4.01 B CAD cost.,https://www2.gov.bc.ca/gov/content/transportation-projects/surrey-langley-skytrain/surrey-langley-skytrain-project-project-overview,elevated,2024-2029,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Surrey-Langley SkyTrain,15.7167583049789,,"0"
"938",Bus Rapid Transit,Indianapolis IN USA,IndyGO,Purple Line,"2024",162,,existing,,https://www.indygo.net/purple-line/,at grade,2021-2024,,,2020-05,155,0.5,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Purple Line,15.9954430169416,,"0"
"940",Bus Rapid Transit,Triangle NC USA,Go Raleigh,New Bern Avenue BRT,,97,,uc,,https://raleighnc.gov/business/content/PlanDev/Articles/UrbanDesign/NewBernAvenueCorridorStudy.html,at grade,2023-2028,,,2022-08,96.7,36.2,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Raleigh East BRT - New Bern Ave,10.4258888118945,,"0"
"945",Metro,Toronto ON CAN,TTC,Line 3,,8640,"388000",uc,Replaced Relief Line proposal. Construction could begin in 2023.,http://www.metrolinx.com/en/greaterregion/projects/ontario-line.aspx,"subway; elevated; at grade",2022-2030,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ontario Line,16.2977209200158,,"0"
"946",Light Rail,New York NY USA,New Jersey Transit,Hudson-Bergen Light Rail,,,,proposed,Future project (early planning),https://njtplans.com/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Northern Branch HBLR Extension,14.2814612470104,,"0"
"947",Metro,Philadelphia PA USA,SEPTA,King of Prussia Rail,,,,cancelled,Cancelled in 2023 due to poor FTA rating,http://www.kingofprussiarail.com/,"elevated; at grade",,,"2023",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,King of Prussia Rail Project (Norristown High Speed Line Extension),5.60737138579698,,"0"
"948",Metro,New York NY USA,PATH,PATH,,,,proposed,Future project (early planning),https://www.panynj.gov/path/en/modernizing-path/extension-project.html,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Newark Airport PATH Extension,3.84395003178147,,"0"
"949",Light Rail,Philadelphia PA USA,PATCO,Glassboro-Camden Line,,1600,"18000",proposed,Future project (EIS completed),http://www.glassborocamdenline.com,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Glassboro-Camden Line,29.5670661849298,,"0"
"950",Streetcar,Washington DC USA,DC DOT,DC Streetcar North-South Corridor,,,,cancelled,Project disappeared from city planning processes as funding dried up.,http://www.dcstreetcar.com/projects/future-lines/northsouth/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,DC Streetcar North-South Corridor,14.3149243803708,,"0"
"951",Metro,Montreal QC CAN,STM,Ligne Jaune,,,,cancelled,"Project was proposed in the 2000s, but has been replaced by other priorities",,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Yellow Line Extension,5.89294277561701,,"0"
"952",Metro,Montreal QC CAN,STM,Ligne Orange,,,,cancelled,"Project was proposed in the 2000s, but has been replaced by other priorities",,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Orange Line Extension,8.76231943410645,,"0"
"954",Metro,Bay Area CA USA,BART,BART to Livermore,,,,cancelled,"BART announced it did not want to fund it, though local cities did. Project cancelled due to high costs.",http://www.bart.gov/about/projects/liv,highway,,,"2018",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART to Livermore,8.29689671009623,,"0"
"955",Light Rail,Denver CO USA,Denver RTD,L,,,,proposed,Future project (early planning),https://www.rtd-denver.com/reports-and-policies/facts-figures/l-line-extension,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Central Rail Extension (L),1.34243579357576,,"0"
"956",Regional Rail,Denver CO USA,Denver RTD,N,,,,proposed,Future project (early planning),https://www.rtd-denver.com/reports-and-policies/facts-figures/n-line,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,North Metro Rail Line (N) Phase 2,7.98732850340453,,"0"
"957",Regional Rail,Denver CO USA,Denver RTD,B,,,,proposed,Future project (early planning),https://www.rtd-denver.com/reports-and-policies/facts-figures/b-line,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Northwest Rail Line (B) Phase 2,54.5752575043648,,"0"
"958",Light Rail,Denver CO USA,Denver RTD,C/D,,,,proposed,Future project (early planning),https://www.rtd-denver.com/reports-and-policies/facts-figures/efr-line-extension,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Southwest Rail Extension,2.84897211969008,,"0"
"959",Light Rail,Los Angeles CA USA,LA Metro,C,,,,proposed,Project could open by 2030-2033.,https://www.metro.net/projects/green-line-extension/,elevated,2026-2030,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,C Line (Green) South Bay Extension,7.55554027936512,,"0"
"960",Light Rail,Houston TX USA,Houston Metro,University Line,,,,cancelled,Project was replaced by a BRT project.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,University Line,17.8038817818737,,"0"
"961",Light Rail,Atlanta GA USA,City of Atlanta,BeltLine West,,,,proposed,"In initial planning, but not part of More Marta funding package.",https://beltline.org/the-project/project-goals/project-goal-transit/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BeltLine West,2.9059098112445,,"0"
"962",Arterial Rapid Transit,Atlanta GA USA,City of Atlanta,North Avenue BRT,,,,proposed,,https://www.itsmarta.com/moremarta.aspx,at grade,"-2035",,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,North Avenue BRT,6.2330118212425,,"0"
"963",Light Rail,Atlanta GA USA,City of Atlanta,BeltLine Northeast,,,,proposed,"3.1 miles; In planning; full funding not yet established; completion date unknown; planning expected by 2025.",https://beltline.org/the-project/project-goals/project-goal-transit/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BeltLine Northeast,5.23441750220559,,"0"
"964",Light Rail,Atlanta GA USA,MARTA,Streetcar East Extension,,230,,proposed,Project may be delayed based on mayor's preference for alternative route,https://beltline.org/the-project/project-goals/project-goal-transit/,at grade,2026-2028,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Streetcar East Extension,3.1646469168726,,"0"
"965",Commuter Rail,Charlotte NC USA,CATS,Red Line,,674,,planned,"Replaced with BRT project in 2019, then commuter rail again in 2023",https://www.charlottenc.gov/CATS/Transit-Planning/Red-Line,at grade,,,"2019",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Red Line,38.3320710805187,,"0"
"966",Streetcar,Winston-Salem NC USA,,Winston-Salem Streetcar,,200,,cancelled,Long-proposed lines unlikely to be implemented due to minimal city support for project.,https://www.cityofws.org/1360/Urban-Circulator,at grade,,,"2019",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Winston-Salem Streetcar,6.26839045051176,,"0"
"967",Metro,Atlanta GA USA,MARTA,I-20 East Heavy Rail,,,,proposed,"Future project (early planning); 12-mile rail extension with 5 stations",https://www.itsmarta.com/i20-east-corridor-overview.aspx,highway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,I-20 East Heavy Rail,19.6512462480077,,"0"
"968",Bus Rapid Transit,Atlanta GA USA,MARTA,I-20 East BRT,,,,proposed,"Future project (early planning); 12.8-mile BRT",https://www.itsmarta.com/i20-east-corridor-overview.aspx,highway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,I-20 East BRT,19.1988139136053,,"0"
"969",Bus Rapid Transit,Atlanta GA USA,MARTA,Clifton Corridor,,1400,"23300",proposed,Changed to BRT from light rail in 2023,https://www.itsmarta.com/clifton-corridor-overview.aspx,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Clifton Corridor,13.504144907103,,"0"
"970",Bus Rapid Transit,Atlanta GA USA,MARTA,GA 400 Corridor,,,,proposed,,https://www.itsmarta.com/ga400-corridor.aspx,highway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,GA 400 Corridor (North Line),18.829316574637,,"0"
"971",Light Rail,Virginia Beach VA USA,,Virginia Beach Light Rail,,,,cancelled,"Local groups recommended against project completion; project failed in a referendum in 2016.",,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Virginia Beach Light Rail,19.60575750738,,"0"
"972",Metro,Chicago IL USA,Chicago Transit Authority,Red Line,,2500,,proposed,Requires federal funds to be undertaken. Corridor selected. Project could be completed in 2029.,https://www.transitchicago.com/rle/,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Red Line Extension,8.69846926835628,,"0"
"973",Metro,New York NY USA,MTA,Q,,6900,"100000",uc,,http://web.mta.info/capital/phase2_sas.html,subway,2024-2033,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,2nd Ave Subway Phase 2 96-125,3.48001894730867,,"0"
"974",Metro,Toronto ON CAN,TTC,Line 1,,4410,"94100",uc,,https://www.vivanext.com/YongeSubwayExt,subway,2023-2030,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Yonge Subway Extension,7.52126599049552,,"0"
"975",Light Rail,Monterey CA USA,,Monterey Peninsula Light Rail/Branch Line,,,,cancelled,Replaced by a busway project.,https://www.tamcmonterey.org/monterey-branch-line,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Monterey Peninsula Light Rail/Branch Line,25.1481545870184,,"0"
"976",Commuter Rail,New York NY USA,Metro-North,Danbury Branch,,,,proposed,Future project (early planning),https://www.dotdata.ct.gov/DanburyBranchStudy/html-study_info/history.html,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Danbury Branch Extension (Metro-North),23.0333916929577,,"0"
"977",Light Rail,Portland OR USA,TriMet,Southwest Corridor,,2700,,proposed,"Project was supposed to be funded by 2020 referendum, which failed.",https://trimet.org/swcorridor/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Southwest Corridor,17.9753500367576,,"0"
"978",Light Rail,Los Angeles CA USA,LA Metro,Southeast Gateway Line,,10552,"27900",planned,Formerly West Santa Ana Corridor,https://www.metro.net/projects/west-santa-ana/,"subway; elevated; at grade","-2039",,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Southeast Gateway Line,29.3490075480058,,"0"
"979",Light Rail,Los Angeles CA USA,LA Metro,Eastside Transit Corridor Phase 2 - SR-60,,,,cancelled,Route was elimitated from consideration in favor of Whittier-bound Gold Line.,https://www.metro.net/projects/eastside_phase2/,highway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Eastside Transit Corridor Phase 2 - SR-60,11.0922960018269,,"0"
"980",Light Rail,Los Angeles CA USA,LA Metro,Eastside Transit Corridor Phase 2 Washington Blvd,,,,proposed,"In initial study, funding would allow for completion in 2020s. Construction now planned 2029-2035.",https://www.metro.net/projects/eastside_phase2/,"subway; elevated; at grade","-2035",,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Eastside Transit Corridor Phase 2 Washington Blvd,14.4644627220522,,"0"
"981",Light Rail,Dallas TX USA,DART,D2,,1700,,cancelled,Removed from long-term planning in 2023.,http://www.dart.org/about/expansion/downtowndallas.asp,"subway; at grade",,,"2023",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,D2,3.12022352103491,,"0"
"983",Bus Rapid Transit,Minneapolis MN USA,Metro Transit,Red Rock Corridor,,,,proposed,Initial study,http://www.redrockcorridor.com/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Red Rock Corridor,30.5218115779015,,"0"
"984",Bus Rapid Transit,Atlanta GA USA,City of Atlanta,Northside Drive,,,,proposed,"In planning; full funding not yet established; completion date expected 2025.",https://www.itsmarta.com/moremarta.aspx,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Northside Drive Line,7.28310460187438,,"0"
"985",Bus Rapid Transit,Atlanta GA USA,City of Atlanta,A Line,,58.5,,uc,,https://itsmarta.com/summerhill.aspx,at grade,2022-2026,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Summerhill BRT,5.4176850026905,,"0"
"986",Light Rail,Atlanta GA USA,City of Atlanta,BeltLine Southeast,,,,proposed,"In initial planning, but not part of More Marta funding package.",http://beltline.org,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BeltLine Southeast,8.83453553901506,,"0"
"987",Light Rail,Atlanta GA USA,City of Atlanta,Crosstown Downtown,,,,proposed,"In planning; full funding not yet established; completion date unknown.",https://www.itsmarta.com/moremarta.aspx,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Crosstown Downtown West Extension,4.29467130561912,,"0"
"988",Bus Rapid Transit,Atlanta GA USA,MARTA,Campbellton Road BRT,,320,"6400",planned,,https://www.itsmarta.com/campbellton-corridor.aspx,at grade,2027-2031,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Campbellton Road BRT,8.87747452508228,,"0"
"989",Arterial Rapid Transit,Jacksonville FL USA,JTA,First Coast Flyer Orange Line,"2021",33.2,,existing,,https://fcf.jtafla.com/rider-tools/view-all-lines/orange/,at grade,2020-2021,,,2020-01,33.2,0.5,"Yonah Freemark; OpenStreetMap contributors","0",USA,,First Coast Flyer Orange Line,19.6253829966367,,"0"
"990",Streetcar,Charlotte NC USA,CATS,CityLynx Gold Line,,,,proposed,"In preliminary design; could be complete by 2033.",https://charlottenc.gov/cats/transit-planning/gold-line/Pages/phase-two.aspx,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,CityLynx Gold Line Future Phase (east),6.87712422446642,,"0"
"991",Streetcar,Charlotte NC USA,CATS,CityLynx Gold Line,,,,proposed,"In preliminary design; could be complete by 2033.",https://charlottenc.gov/cats/transit-planning/gold-line/Pages/phase-two.aspx,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,CityLynx Gold Line Future Phase (west),2.93364832667519,,"0"
"992",Bus Rapid Transit,Triangle NC USA,Go Raleigh,Western Corridor,,180,,planned,,https://raleighnc.gov/bus-rapid-transit-western,at grade,2026-2028,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Raleigh West BRT - Western Blvd,16.4751360374507,,"0"
"993",Bus Rapid Transit,Triangle NC USA,Go Raleigh,Southern Corridor,,126,,planned,,https://raleighnc.gov/projects/wake-brt-southern-corridor,at grade,2026-2028,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Raleigh South BRT - Southern Corridor,9.50564727605815,,"0"
"994",Commuter Rail,Triangle NC USA,Go Triangle,Durham-Wake Commuter Rail,,,,proposed,"In initial planning; needs significant funding",https://www.readyforrailnc.com/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Durham-Wake Commuter Rail,53.9942070975754,,"0"
"995",Commuter Rail,Washington DC USA,Virginia Railway Express,VRE Gainesville-Haymarket,,,,proposed,"In initial planning; funding needed",https://www.vre.org/development/system-enhancements/broad-run/ghx-archive/gh-study/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,VRE Gainesville-Haymarket Extension,15.8007250173152,,"0"
"996",Bus Rapid Transit,Washington DC USA,Montgomery County DOT,Veirs Mill Rd BRT,,194,"10200",planned,"In initial study; funding not yet secured",https://www.montgomerycountymd.gov/dot-dte/projects/VeirsMillBRT/,at grade,2026-2028,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Veirs Mill Rd BRT,10.2017273853793,,"0"
"998",Bus Rapid Transit,Washington DC USA,MTA Maryland,SMRT Study,,,,proposed,"In initial planning; funding needed",http://smrtmaryland.com/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,SMRT Study,30.1295706305069,,"0"
"999",Commuter Rail,New York NY USA,Amtrak/NJ Transit,Gateway Tunnel,,9800,,uc,"In initial planning; funding committed in theory from federal government, New Jersey, and New York",http://www.hudsontunnelproject.com/,subway,2023-2035,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Gateway Program - Hudson Tunnel,8.79824396338769,,"0"
"1000",Light Rail,Buffalo NY USA,NFTA,Amherst-Buffalo Corridor,,1200,,proposed,Supported by NY Governor Cuomo.,https://www.nftametrotransitexpansion.com/,"subway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Amherst-Buffalo Corridor,11.6015716486017,,"0"
"1001",Bus Rapid Transit,Birmingham AL USA,BJCTA,Xpress BRT,"2022",,,existing,,https://www.birminghamal.gov/brt,at grade,2020-2022,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Birmingham Xpress BRT,16.2629570986403,,"0"
"1002",Light Rail,Edmonton AB CAN,ETS,Capital Line,,,,planned,,https://www.edmonton.ca/projects_plans/transit/south-lrt-study,"elevated; at grade",2025-2028,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Capital Line - South,8.92371029398581,,"0"
"1003",Light Rail,Edmonton AB CAN,ETS,Capital Line,,,,proposed,In project development awaiting funding,https://www.edmonton.ca/projects_plans/transit/north-lrt-study.aspx,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Capital Line North,4.16807343723529,,"0"
"1004",Light Rail,Edmonton AB CAN,ETS,Valley Line,,2040,,uc,,https://www.edmonton.ca/projects_plans/transit/valley-line-west.aspx,"subway; at grade",2021-2027,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Valley Line Stage 2 West,14.1107801323894,,"0"
"1005",Light Rail,Edmonton AB CAN,ETS,Metro Line,"2024",,,existing,,https://www.edmonton.ca/projects_plans/transit/nw-lrt,at grade,2020-2024,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Metro Line Northwest Extension Phase I (a),0.344363566936552,,"0"
"1006",Light Rail,Waterloo ON CAN,ION,ION,,,,proposed,"In design; replaces BRT in the corridor.",https://www.regionofwaterloo.ca/en/exploring-the-region/stage2ion.aspx,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Stage 2 ION,17.5522709317288,,"0"
"1007",Metro,Mexico MEX,Mexico City Metro,Linea 4,,,,proposed,In planning,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 4 Extension,25.4077051960099,,"0"
"1008",Metro,Mexico MEX,Mexico City Metro,Linea A,,,,proposed,In planning,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea A Extension,12.5716728385606,,"0"
"1009",Light Rail,Sacramento CA USA,Sacramento RTD,Green Line,,,,proposed,,https://www.sacrt.com/apps/green-line-to-the-airport/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line to the Airport,17.2350539354405,,"0"
"1010",Commuter Rail,New York NY USA,New Jersey Transit,Lackawanna Cutoff,,,,proposed,"Has been studied; no funding for line past Andover, NJ; project would cost more than $500 m.",,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Lackawanna Cutoff (Phase 2),131.14669168836,,"0"
"1011",Bus Rapid Transit,Washington DC USA,Maryland DOT,Corridor Cities Transitway,,,,cancelled,Replaced with MD 355 BRT,http://www.cctmaryland.com,at grade,,,"2022",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Corridor Cities Transitway Phase 2,10.1597193477085,,"0"
"1014",Light Metro,New York NY USA,PANYNJ,LaGuardia Airport AirTrain,,,,cancelled,"Proposed by Gov Cuomo in 2015; cancelled by Hochul",https://www.anewlga.com/airtrain/,elevated,,auto,"2023",,,,"Yonah Freemark; OpenStreetMap contributors","1",USA,,LaGuardia Airport AirTrain,3.34106510961612,,"0"
"1015",Metro,Philadelphia PA USA,SEPTA,Broad Street Line,,,,proposed,"In planning; funding not yet identified",http://www.septa.org/notice/pdf/2019-BSL-Extension-Study.pdf,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Broad Street Line Extension,2.62833985436003,,"0"
"1016",Bus Rapid Transit,Washington DC USA,,Route 7 Transit Corridor,,,,proposed,"In initial planning; not yet funded",https://novatransit.org/programs/route7/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Route 7 Transit Corridor,21.2583389163888,,"0"
"1017",Bus Rapid Transit,Washington DC USA,,Richmond Highway BRT,,937,"17400",planned,,https://www.fairfaxcounty.gov/transportation/richmond-hwy-brt,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Richmond Highway BRT,12.9094002128269,,"0"
"1019",Commuter Rail,Baltimore MD USA,MARC,MARC Extension to Newark DE,,,,proposed,"In MARC long-term plans; no funding currently available.",,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,MARC Extension to Newark DE,32.3196173945803,,"0"
"1020",Metro,Los Angeles CA USA,LA Metro,Sepulveda Pass Corridor,,,,proposed,"Initial phase from SFV to UCLA could open by 2035; LAX by 2059.",https://www.metro.net/projects/sepulvedacorridor/,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Sepulveda Pass Corridor,22.3894841647873,,"0"
